id	multiplicon	genome	list	first	last	order
395	198	atroviride	contig_7	Tatro_010399-T1	Tatro_010425-T1	0
396	198	reesei	CP016236.1	mRNA_2528	mRNA_3309	1
397	199	reesei	CP016238.1	mRNA_7669	mRNA_7276	0
398	199	atroviride	contig_4	Tatro_007575-T1	Tatro_007622-T1	1
399	200	atroviride	contig_5	Tatro_009038-T1	Tatro_009060-T1	0
400	200	reesei	CP016238.1	mRNA_3139	mRNA_2584	1
401	201	reesei	CP016233.1	mRNA_2942	mRNA_1849	0
402	201	atroviride	contig_1	Tatro_002052-T1	Tatro_002108-T1	1
403	202	reesei	CP016234.1	mRNA_8529	mRNA_8381	0
404	202	atroviride	contig_2	Tatro_003386-T1	Tatro_003426-T1	1
405	203	reesei	CP016238.1	mRNA_3361	mRNA_2806	0
406	203	atroviride	contig_4	Tatro_007290-T1	Tatro_007325-T1	1
407	204	reesei	CP016234.1	mRNA_8529	mRNA_8368	0
408	204	atroviride	contig_2	Tatro_003383-T1	Tatro_003426-T1	1
409	205	atroviride	contig_5	Tatro_008138-T1	Tatro_008174-T1	0
410	205	reesei	CP016236.1	mRNA_7011	mRNA_7348	1
411	206	atroviride	contig_6	Tatro_010107-T1	Tatro_010141-T1	0
412	206	reesei	CP016232.1	mRNA_1773	mRNA_66	1
413	207	atroviride	contig_8	Tatro_011295-T1	Tatro_011324-T1	0
414	207	reesei	CP016237.1	mRNA_8831	mRNA_8808	1
415	208	reesei	CP016233.1	mRNA_1970	mRNA_632	0
416	208	atroviride	contig_1	Tatro_002102-T1	Tatro_002148-T1	1
417	209	atroviride	contig_9	Tatro_011631-T1	Tatro_011648-T1	0
418	209	reesei	CP016235.1	mRNA_2651	mRNA_3147	1
419	210	atroviride	contig_7	Tatro_010741-T1	Tatro_010760-T1	0
420	210	reesei	CP016235.1	mRNA_8983	mRNA_8998	1
421	211	reesei	CP016238.1	mRNA_8325	mRNA_8166	0
422	211	atroviride	contig_4	Tatro_007442-T1	Tatro_007481-T1	1
423	212	atroviride	contig_8	Tatro_011438-T1	Tatro_011476-T1	0
424	212	reesei	CP016237.1	mRNA_397	mRNA_1722	1
425	213	reesei	CP016233.1	mRNA_102	mRNA_1197	0
426	213	atroviride	contig_1	Tatro_000663-T1	Tatro_000695-T1	1
427	214	atroviride	contig_8	Tatro_011410-T1	Tatro_011422-T1	0
428	214	reesei	CP016237.1	mRNA_276	mRNA_183	1
429	215	atroviride	contig_2	Tatro_003044-T1	Tatro_003063-T1	0
430	215	reesei	CP016232.1	mRNA_4676	mRNA_4300	1
431	216	atroviride	contig_8	Tatro_011097-T1	Tatro_011125-T1	0
432	216	reesei	CP016237.1	mRNA_5893	mRNA_6250	1
433	217	atroviride	contig_3	Tatro_006186-T1	Tatro_006217-T1	0
434	217	reesei	CP016232.1	mRNA_3374	mRNA_2662	1
435	218	atroviride	contig_9	Tatro_011487-T1	Tatro_011524-T1	0
436	218	reesei	CP016235.1	mRNA_5174	mRNA_5974	1
437	219	reesei	CP016233.1	mRNA_7409	mRNA_7537	0
438	219	atroviride	contig_1	Tatro_001040-T1	Tatro_001058-T1	1
439	220	reesei	CP016238.1	mRNA_2119	mRNA_1350	0
440	220	atroviride	contig_4	Tatro_007227-T1	Tatro_007250-T1	1
441	221	atroviride	contig_6	Tatro_009841-T1	Tatro_009860-T1	0
442	221	reesei	CP016232.1	mRNA_3069	mRNA_2669	1
443	222	atroviride	contig_10	Tatro_002547-T1	Tatro_002583-T1	0
444	222	reesei	CP016232.1	mRNA_6666	mRNA_6374	1
445	223	atroviride	contig_9	Tatro_011838-T1	Tatro_011868-T1	0
446	223	reesei	CP016235.1	mRNA_4288	mRNA_3529	1
447	224	atroviride	contig_6	Tatro_010110-T1	Tatro_010142-T1	0
448	224	reesei	CP016232.1	mRNA_1646	mRNA_12	1
449	225	reesei	CP016233.1	mRNA_1985	mRNA_13	0
450	225	atroviride	contig_1	Tatro_000620-T1	Tatro_000660-T1	1
451	226	atroviride	contig_6	Tatro_009345-T1	Tatro_009373-T1	0
452	226	reesei	CP016233.1	mRNA_496	mRNA_1366	1
453	227	reesei	CP016238.1	mRNA_6458	mRNA_6220	0
454	227	atroviride	contig_4	Tatro_007693-T1	Tatro_007720-T1	1
455	228	atroviride	contig_5	Tatro_008139-T1	Tatro_008174-T1	0
456	228	reesei	CP016236.1	mRNA_7037	mRNA_7348	1
457	229	atroviride	contig_5	Tatro_008138-T1	Tatro_008174-T1	0
458	229	reesei	CP016236.1	mRNA_7011	mRNA_7348	1
459	230	reesei	CP016234.1	mRNA_4992	mRNA_3803	0
460	230	atroviride	contig_2	Tatro_004425-T1	Tatro_004478-T1	1
461	231	reesei	CP016235.1	mRNA_5061	mRNA_4294	0
462	231	atroviride	contig_4	Tatro_006693-T1	Tatro_006726-T1	1
463	232	atroviride	contig_3	Tatro_005455-T1	Tatro_005491-T1	0
464	232	reesei	CP016232.1	mRNA_7364	mRNA_7580	1
465	233	atroviride	contig_7	Tatro_010711-T1	Tatro_010755-T1	0
466	233	reesei	CP016235.1	mRNA_8957	mRNA_8993	1
467	234	reesei	CP016238.1	mRNA_4566	mRNA_4566	0
468	234	atroviride	contig_4	Tatro_007171-T1	Tatro_007171-T1	1
469	235	reesei	CP016237.1	mRNA_3317	mRNA_3635	0
470	235	atroviride	contig_3	Tatro_005962-T1	Tatro_005976-T1	1
471	236	atroviride	contig_3	Tatro_005130-T1	Tatro_005158-T1	0
472	236	reesei	CP016232.1	mRNA_7423	mRNA_7179	1
473	237	reesei	CP016234.1	mRNA_5781	mRNA_5013	0
474	237	atroviride	contig_2	Tatro_003249-T1	Tatro_003295-T1	1
475	238	atroviride	contig_6	Tatro_009206-T1	Tatro_009243-T1	0
476	238	reesei	CP016233.1	mRNA_1966	mRNA_551	1
477	239	atroviride	contig_5	Tatro_008712-T1	Tatro_008751-T1	0
478	239	reesei	CP016236.1	mRNA_6028	mRNA_6549	1
479	240	atroviride	contig_6	Tatro_009782-T1	Tatro_009823-T1	0
480	240	reesei	CP016232.1	mRNA_4551	mRNA_9174	1
481	241	atroviride	contig_7	Tatro_010713-T1	Tatro_010755-T1	0
482	241	reesei	CP016235.1	mRNA_8959	mRNA_8993	1
483	242	atroviride	contig_5	Tatro_008273-T1	Tatro_008295-T1	0
484	242	reesei	CP016236.1	mRNA_7980	mRNA_8069	1
485	243	atroviride	contig_3	Tatro_006601-T1	Tatro_006642-T1	0
486	243	reesei	CP016232.1	mRNA_7859	mRNA_7655	1
487	244	reesei	CP016238.1	mRNA_2429	mRNA_1369	0
488	244	atroviride	contig_4	Tatro_007990-T1	Tatro_008038-T1	1
489	245	atroviride	contig_5	Tatro_008147-T1	Tatro_008174-T1	0
490	245	reesei	CP016236.1	mRNA_7076	mRNA_7348	1
491	246	atroviride	contig_7	Tatro_010516-T1	Tatro_010530-T1	0
492	246	reesei	CP016236.1	mRNA_5355	mRNA_5572	1
493	247	atroviride	contig_3	Tatro_005133-T1	Tatro_005161-T1	0
494	247	reesei	CP016232.1	mRNA_7389	mRNA_7165	1
495	248	reesei	CP016238.1	mRNA_8571	mRNA_8468	0
496	248	atroviride	contig_3	Tatro_004804-T1	Tatro_004837-T1	1
497	249	atroviride	contig_8	Tatro_011328-T1	Tatro_011329-T1	0
498	249	atroviride	contig_4	Tatro_007843-T1	Tatro_007845-T1	1
499	250	atroviride	contig_3	Tatro_006294-T1	Tatro_006325-T1	0
500	250	reesei	CP016232.1	mRNA_5812	mRNA_5316	1
501	251	atroviride	contig_3	Tatro_006186-T1	Tatro_006218-T1	0
502	251	reesei	CP016232.1	mRNA_3374	mRNA_2647	1
503	252	reesei	CP016234.1	mRNA_7025	mRNA_6491	0
504	252	atroviride	contig_2	Tatro_003152-T1	Tatro_003195-T1	1
505	253	atroviride	contig_3	Tatro_004900-T1	Tatro_004933-T1	0
506	253	reesei	CP016232.1	mRNA_3050	mRNA_4015	1
507	254	reesei	CP016233.1	mRNA_4973	mRNA_4595	0
508	254	atroviride	contig_1	Tatro_001398-T1	Tatro_001415-T1	1
509	255	atroviride	contig_7	Tatro_010400-T1	Tatro_010430-T1	0
510	255	reesei	CP016236.1	mRNA_2535	mRNA_3445	1
511	256	atroviride	contig_8	Tatro_011295-T1	Tatro_011323-T1	0
512	256	reesei	CP016237.1	mRNA_8831	mRNA_8809	1
513	257	atroviride	contig_8	Tatro_011297-T1	Tatro_011327-T1	0
514	257	reesei	CP016237.1	mRNA_8830	mRNA_8805	1
515	258	reesei	CP016233.1	mRNA_1849	mRNA_632	0
516	258	atroviride	contig_1	Tatro_002108-T1	Tatro_002148-T1	1
517	259	atroviride	contig_9	Tatro_011838-T1	Tatro_011873-T1	0
518	259	reesei	CP016235.1	mRNA_4358	mRNA_3529	1
519	260	atroviride	contig_5	Tatro_008845-T1	Tatro_008865-T1	0
520	260	reesei	CP016236.1	mRNA_3796	mRNA_4394	1
521	261	atroviride	contig_5	Tatro_008246-T1	Tatro_008271-T1	0
522	261	reesei	CP016236.1	mRNA_8129	mRNA_8215	1
523	262	atroviride	contig_3	Tatro_005277-T1	Tatro_005310-T1	0
524	262	reesei	CP016232.1	mRNA_8372	mRNA_8481	1
525	263	atroviride	contig_3	Tatro_005133-T1	Tatro_005161-T1	0
526	263	reesei	CP016232.1	mRNA_7389	mRNA_7165	1
527	264	atroviride	contig_9	Tatro_011926-T1	Tatro_011954-T1	0
528	264	reesei	CP016235.1	mRNA_5361	mRNA_4887	1
529	265	atroviride	contig_3	Tatro_005228-T1	Tatro_005270-T1	0
530	265	reesei	CP016232.1	mRNA_307	mRNA_8056	1
531	266	atroviride	contig_6	Tatro_009390-T1	Tatro_009428-T1	0
532	266	reesei	CP016233.1	mRNA_1906	mRNA_2750	1
533	267	reesei	CP016238.1	mRNA_3478	mRNA_3110	0
534	267	atroviride	contig_4	Tatro_007963-T1	Tatro_007978-T1	1
535	268	atroviride	contig_3	Tatro_005277-T1	Tatro_005309-T1	0
536	268	reesei	CP016232.1	mRNA_8374	mRNA_8481	1
537	269	reesei	CP016238.1	mRNA_3593	mRNA_2643	0
538	269	atroviride	contig_4	Tatro_007088-T1	Tatro_007126-T1	1
539	270	atroviride	contig_8	Tatro_011329-T1	Tatro_011331-T1	0
540	270	atroviride	contig_7	Tatro_010296-T1	Tatro_010297-T1	1
541	271	atroviride	contig_3	Tatro_004971-T1	Tatro_005011-T1	0
542	271	reesei	CP016232.1	mRNA_4911	mRNA_5555	1
543	272	atroviride	contig_6	Tatro_009206-T1	Tatro_009241-T1	0
544	272	reesei	CP016233.1	mRNA_1966	mRNA_643	1
545	273	atroviride	contig_10	Tatro_002546-T1	Tatro_002583-T1	0
546	273	reesei	CP016232.1	mRNA_6679	mRNA_6374	1
547	274	reesei	CP016235.1	mRNA_5035	mRNA_3900	0
548	274	atroviride	contig_4	Tatro_006694-T1	Tatro_006744-T1	1
549	275	atroviride	contig_8	Tatro_011030-T1	Tatro_011049-T1	0
550	275	reesei	CP016237.1	mRNA_4367	mRNA_4625	1
551	276	atroviride	contig_6	Tatro_009726-T1	Tatro_009740-T1	0
552	276	reesei	CP016232.1	mRNA_5331	mRNA_5142	1
553	277	reesei	CP016234.1	mRNA_4097	mRNA_3686	0
554	277	atroviride	contig_2	Tatro_003361-T1	Tatro_003376-T1	1
555	278	atroviride	contig_6	Tatro_009869-T1	Tatro_009894-T1	0
556	278	reesei	CP016232.1	mRNA_2631	mRNA_1898	1
557	279	atroviride	contig_3	Tatro_005275-T1	Tatro_005306-T1	0
558	279	reesei	CP016232.1	mRNA_8384	mRNA_8488	1
559	280	atroviride	contig_5	Tatro_008299-T1	Tatro_008327-T1	0
560	280	reesei	CP016236.1	mRNA_6562	mRNA_6857	1
561	281	atroviride	contig_9	Tatro_011505-T1	Tatro_011545-T1	0
562	281	reesei	CP016235.1	mRNA_4780	mRNA_5532	1
563	282	reesei	CP016237.1	mRNA_5088	mRNA_4608	0
564	282	atroviride	contig_3	Tatro_005678-T1	Tatro_005707-T1	1
565	283	atroviride	contig_6	Tatro_009505-T1	Tatro_009550-T1	0
566	283	reesei	CP016235.1	mRNA_9113	mRNA_8279	1
567	284	atroviride	contig_10	Tatro_002523-T1	Tatro_002526-T1	0
568	284	atroviride	contig_10	Tatro_002412-T1	Tatro_002419-T1	1
569	285	reesei	CP016234.1	mRNA_6858	mRNA_6659	0
570	285	atroviride	contig_2	Tatro_004279-T1	Tatro_004301-T1	1
571	286	reesei	CP016234.1	mRNA_7274	mRNA_6954	0
572	286	atroviride	contig_2	Tatro_003760-T1	Tatro_003792-T1	1
573	287	atroviride	contig_6	Tatro_009811-T1	Tatro_009840-T1	0
574	287	reesei	CP016232.1	mRNA_3827	mRNA_3148	1
575	288	atroviride	contig_7	Tatro_010701-T1	Tatro_010729-T1	0
576	288	reesei	CP016235.1	mRNA_8949	mRNA_8973	1
577	289	atroviride	contig_7	Tatro_010588-T1	Tatro_010619-T1	0
578	289	reesei	CP016236.1	mRNA_2352	mRNA_1460	1
579	290	atroviride	contig_3	Tatro_006188-T1	Tatro_006217-T1	0
580	290	reesei	CP016232.1	mRNA_3294	mRNA_2662	1
581	291	atroviride	contig_8	Tatro_011438-T1	Tatro_011472-T1	0
582	291	reesei	CP016237.1	mRNA_397	mRNA_1626	1
583	292	atroviride	contig_5	Tatro_008640-T1	Tatro_008681-T1	0
584	292	reesei	CP016236.1	mRNA_7385	mRNA_7715	1
585	293	atroviride	contig_6	Tatro_009730-T1	Tatro_009746-T1	0
586	293	reesei	CP016232.1	mRNA_5296	mRNA_5047	1
587	294	reesei	CP016235.1	mRNA_8922	mRNA_8939	0
588	294	atroviride	contig_4	Tatro_006889-T1	Tatro_006911-T1	1
589	295	reesei	CP016234.1	mRNA_5036	mRNA_4540	0
590	295	atroviride	contig_2	Tatro_003946-T1	Tatro_003967-T1	1
591	296	atroviride	contig_3	Tatro_005248-T1	Tatro_005270-T1	0
592	296	reesei	CP016232.1	mRNA_307	mRNA_8148	1
593	297	atroviride	contig_3	Tatro_006455-T1	Tatro_006489-T1	0
594	297	reesei	CP016232.1	mRNA_7098	mRNA_6840	1
595	298	reesei	CP016238.1	mRNA_6017	mRNA_5655	0
596	298	atroviride	contig_4	Tatro_007002-T1	Tatro_007033-T1	1
597	299	reesei	CP016233.1	mRNA_4518	mRNA_3723	0
598	299	atroviride	contig_1	Tatro_000521-T1	Tatro_000558-T1	1
599	300	atroviride	contig_7	Tatro_010608-T1	Tatro_010642-T1	0
600	300	reesei	CP016236.1	mRNA_1834	mRNA_52	1
601	301	reesei	CP016238.1	mRNA_8574	mRNA_8530	0
602	301	atroviride	contig_3	Tatro_004803-T1	Tatro_004816-T1	1
603	302	reesei	CP016238.1	mRNA_3182	mRNA_2806	0
604	302	atroviride	contig_4	Tatro_007290-T1	Tatro_007313-T1	1
605	303	reesei	CP016235.1	mRNA_5061	mRNA_4419	0
606	303	atroviride	contig_4	Tatro_006693-T1	Tatro_006719-T1	1
607	304	atroviride	contig_6	Tatro_009209-T1	Tatro_009241-T1	0
608	304	reesei	CP016233.1	mRNA_1881	mRNA_643	1
609	305	atroviride	contig_5	Tatro_008954-T1	Tatro_008984-T1	0
610	305	reesei	CP016238.1	mRNA_5095	mRNA_4600	1
611	306	reesei	CP016238.1	mRNA_3361	mRNA_2854	0
612	306	atroviride	contig_4	Tatro_007292-T1	Tatro_007325-T1	1
613	307	atroviride	contig_7	Tatro_010574-T1	Tatro_010608-T1	0
614	307	reesei	CP016236.1	mRNA_2700	mRNA_1834	1
615	308	atroviride	contig_3	Tatro_004900-T1	Tatro_004935-T1	0
616	308	reesei	CP016232.1	mRNA_3050	mRNA_4049	1
617	309	reesei	CP016234.1	mRNA_4459	mRNA_4229	0
618	309	atroviride	contig_2	Tatro_003994-T1	Tatro_004005-T1	1
619	310	reesei	CP016237.1	mRNA_3682	mRNA_4268	0
620	310	atroviride	contig_3	Tatro_005982-T1	Tatro_006001-T1	1
621	311	atroviride	contig_3	Tatro_005356-T1	Tatro_005376-T1	0
622	311	reesei	CP016232.1	mRNA_8122	mRNA_8196	1
623	312	atroviride	contig_6	Tatro_009553-T1	Tatro_009587-T1	0
624	312	reesei	CP016235.1	mRNA_9077	mRNA_9108	1
625	313	atroviride	contig_8	Tatro_011299-T1	Tatro_011327-T1	0
626	313	reesei	CP016237.1	mRNA_8828	mRNA_8805	1
627	314	reesei	CP016235.1	mRNA_3540	mRNA_3004	0
628	314	atroviride	contig_4	Tatro_006783-T1	Tatro_006810-T1	1
629	315	reesei	CP016235.1	mRNA_5061	mRNA_4294	0
630	315	atroviride	contig_4	Tatro_006693-T1	Tatro_006726-T1	1
631	316	reesei	CP016233.1	mRNA_1849	mRNA_632	0
632	316	atroviride	contig_1	Tatro_002108-T1	Tatro_002148-T1	1
633	317	reesei	CP016238.1	mRNA_1434	mRNA_32	0
634	317	atroviride	contig_2	Tatro_003480-T1	Tatro_003516-T1	1
635	318	atroviride	contig_5	Tatro_008299-T1	Tatro_008327-T1	0
636	318	reesei	CP016236.1	mRNA_6562	mRNA_6857	1
637	319	atroviride	contig_3	Tatro_005079-T1	Tatro_005106-T1	0
638	319	reesei	CP016232.1	mRNA_7130	mRNA_6881	1
639	320	reesei	CP016238.1	mRNA_4631	mRNA_4004	0
640	320	atroviride	contig_4	Tatro_007850-T1	Tatro_007886-T1	1
641	321	atroviride	contig_6	Tatro_009622-T1	Tatro_009642-T1	0
642	321	reesei	CP016232.1	mRNA_6734	mRNA_6503	1
643	322	atroviride	contig_2	Tatro_002920-T1	Tatro_002942-T1	0
644	322	reesei	CP016232.1	mRNA_1789	mRNA_1161	1
645	323	reesei	CP016238.1	mRNA_8272	mRNA_8166	0
646	323	atroviride	contig_4	Tatro_007456-T1	Tatro_007481-T1	1
647	324	reesei	CP016235.1	mRNA_3795	mRNA_3056	0
648	324	atroviride	contig_4	Tatro_006772-T1	Tatro_006805-T1	1
649	325	atroviride	contig_10	Tatro_002236-T1	Tatro_002238-T1	0
650	325	atroviride	contig_6	Tatro_009311-T1	Tatro_009313-T1	1
651	326	reesei	CP016238.1	mRNA_6520	mRNA_6388	0
652	326	atroviride	contig_4	Tatro_007687-T1	Tatro_007703-T1	1
653	327	reesei	CP016238.1	mRNA_199	mRNA_4393	0
654	327	atroviride	contig_4	Tatro_007161-T1	Tatro_007174-T1	1
655	328	reesei	CP016238.1	mRNA_4198	mRNA_3941	0
656	328	atroviride	contig_4	Tatro_007139-T1	Tatro_007154-T1	1
657	329	reesei	CP016234.1	mRNA_5036	mRNA_4540	0
658	329	atroviride	contig_2	Tatro_003946-T1	Tatro_003967-T1	1
659	330	atroviride	contig_3	Tatro_005455-T1	Tatro_005491-T1	0
660	330	reesei	CP016232.1	mRNA_7364	mRNA_7580	1
661	331	reesei	CP016233.1	mRNA_4635	mRNA_3688	0
662	331	atroviride	contig_1	Tatro_000515-T1	Tatro_000560-T1	1
663	332	atroviride	contig_10	Tatro_002222-T1	Tatro_002222-T1	0
664	332	atroviride	contig_1	Tatro_000289-T1	Tatro_000289-T1	1
665	333	reesei	CP016234.1	mRNA_4045	mRNA_3611	0
666	333	atroviride	contig_2	Tatro_004015-T1	Tatro_004029-T1	1
667	334	reesei	CP016237.1	mRNA_5545	mRNA_5315	0
668	334	atroviride	contig_3	Tatro_005012-T1	Tatro_005032-T1	1
669	335	atroviride	contig_5	Tatro_008452-T1	Tatro_008483-T1	0
670	335	reesei	CP016236.1	mRNA_8661	mRNA_8688	1
671	336	atroviride	contig_8	Tatro_011297-T1	Tatro_011322-T1	0
672	336	reesei	CP016237.1	mRNA_8830	mRNA_8810	1
673	337	atroviride	contig_5	Tatro_008948-T1	Tatro_008984-T1	0
674	337	reesei	CP016238.1	mRNA_5095	mRNA_4388	1
675	338	atroviride	contig_7	Tatro_010576-T1	Tatro_010608-T1	0
676	338	reesei	CP016236.1	mRNA_2646	mRNA_1834	1
677	339	atroviride	contig_9	Tatro_011583-T1	Tatro_011619-T1	0
678	339	reesei	CP016235.1	mRNA_3198	mRNA_4114	1
679	340	reesei	CP016233.1	mRNA_1821	mRNA_289	0
680	340	atroviride	contig_1	Tatro_001127-T1	Tatro_001166-T1	1
681	341	reesei	CP016238.1	mRNA_199	mRNA_4384	0
682	341	atroviride	contig_4	Tatro_007160-T1	Tatro_007174-T1	1
683	342	atroviride	contig_6	Tatro_009868-T1	Tatro_009892-T1	0
684	342	reesei	CP016232.1	mRNA_2655	mRNA_1923	1
685	343	atroviride	contig_7	Tatro_010587-T1	Tatro_010615-T1	0
686	343	reesei	CP016236.1	mRNA_2369	mRNA_1601	1
687	344	reesei	CP016238.1	mRNA_2256	mRNA_1369	0
688	344	atroviride	contig_4	Tatro_008004-T1	Tatro_008038-T1	1
689	345	reesei	CP016235.1	mRNA_2698	mRNA_1890	0
690	345	atroviride	contig_4	Tatro_006822-T1	Tatro_006851-T1	1
691	346	reesei	CP016238.1	mRNA_4277	mRNA_3792	0
692	346	atroviride	contig_4	Tatro_006914-T1	Tatro_006931-T1	1
693	347	reesei	CP016238.1	mRNA_5257	mRNA_4819	0
694	347	atroviride	contig_4	Tatro_007805-T1	Tatro_007830-T1	1
695	348	reesei	CP016237.1	mRNA_5053	mRNA_4608	0
696	348	atroviride	contig_3	Tatro_005681-T1	Tatro_005707-T1	1
697	349	reesei	CP016235.1	mRNA_1903	mRNA_1593	0
698	349	atroviride	contig_1	Tatro_001558-T1	Tatro_001573-T1	1
699	350	atroviride	contig_7	Tatro_010575-T1	Tatro_010596-T1	0
700	350	reesei	CP016236.1	mRNA_2667	mRNA_2099	1
701	351	atroviride	contig_6	Tatro_009813-T1	Tatro_009840-T1	0
702	351	reesei	CP016232.1	mRNA_3791	mRNA_3148	1
703	352	reesei	CP016238.1	mRNA_4603	mRNA_4004	0
704	352	atroviride	contig_4	Tatro_007851-T1	Tatro_007886-T1	1
705	353	atroviride	contig_7	Tatro_010801-T1	Tatro_010805-T1	0
706	353	atroviride	contig_4	Tatro_007997-T1	Tatro_007999-T1	1
707	354	atroviride	contig_3	Tatro_005316-T1	Tatro_005317-T1	0
708	354	atroviride	contig_2	Tatro_003687-T1	Tatro_003688-T1	1
709	355	atroviride	contig_3	Tatro_006579-T1	Tatro_006592-T1	0
710	355	atroviride	contig_2	Tatro_004624-T1	Tatro_004629-T1	1
711	356	atroviride	contig_3	Tatro_005465-T1	Tatro_005491-T1	0
712	356	reesei	CP016232.1	mRNA_7364	mRNA_7544	1
713	357	atroviride	contig_6	Tatro_009904-T1	Tatro_009937-T1	0
714	357	reesei	CP016232.1	mRNA_1596	mRNA_155	1
715	358	atroviride	contig_8	Tatro_011098-T1	Tatro_011122-T1	0
716	358	reesei	CP016237.1	mRNA_5905	mRNA_6209	1
717	359	reesei	CP016233.1	mRNA_3995	mRNA_3212	0
718	359	atroviride	contig_1	Tatro_002011-T1	Tatro_002040-T1	1
719	360	reesei	CP016233.1	mRNA_578	mRNA_3816	0
720	360	atroviride	contig_1	Tatro_002154-T1	Tatro_002171-T1	1
721	361	atroviride	contig_8	Tatro_011373-T1	Tatro_011381-T1	0
722	361	atroviride	contig_8	Tatro_010861-T1	Tatro_010869-T1	1
723	362	atroviride	contig_7	Tatro_010741-T1	Tatro_010760-T1	0
724	362	reesei	CP016235.1	mRNA_8983	mRNA_8998	1
725	363	atroviride	contig_5	Tatro_009037-T1	Tatro_009060-T1	0
726	363	reesei	CP016238.1	mRNA_3139	mRNA_2578	1
727	364	atroviride	contig_5	Tatro_008640-T1	Tatro_008668-T1	0
728	364	reesei	CP016236.1	mRNA_7385	mRNA_7620	1
729	365	atroviride	contig_6	Tatro_009398-T1	Tatro_009428-T1	0
730	365	reesei	CP016233.1	mRNA_2075	mRNA_2750	1
731	366	atroviride	contig_5	Tatro_008714-T1	Tatro_008749-T1	0
732	366	reesei	CP016236.1	mRNA_6052	mRNA_6537	1
733	367	atroviride	contig_5	Tatro_008714-T1	Tatro_008750-T1	0
734	367	reesei	CP016236.1	mRNA_6052	mRNA_6543	1
735	368	atroviride	contig_7	Tatro_010516-T1	Tatro_010530-T1	0
736	368	reesei	CP016236.1	mRNA_5355	mRNA_5572	1
737	369	reesei	CP016233.1	mRNA_7409	mRNA_7519	0
738	369	atroviride	contig_1	Tatro_001041-T1	Tatro_001058-T1	1
739	370	reesei	CP016233.1	mRNA_6140	mRNA_5865	0
740	370	atroviride	contig_1	Tatro_000384-T1	Tatro_000410-T1	1
741	371	atroviride	contig_9	Tatro_011937-T1	Tatro_011954-T1	0
742	371	reesei	CP016235.1	mRNA_5361	mRNA_5049	1
743	372	reesei	CP016235.1	mRNA_38	mRNA_8940	0
744	372	atroviride	contig_4	Tatro_006888-T1	Tatro_006913-T1	1
745	373	reesei	CP016238.1	mRNA_2256	mRNA_1369	0
746	373	atroviride	contig_4	Tatro_008004-T1	Tatro_008038-T1	1
747	374	atroviride	contig_5	Tatro_009093-T1	Tatro_009119-T1	0
748	374	reesei	CP016234.1	mRNA_387	mRNA_1191	1
749	375	atroviride	contig_9	Tatro_011631-T1	Tatro_011646-T1	0
750	375	reesei	CP016235.1	mRNA_2660	mRNA_3147	1
751	376	reesei	CP016238.1	mRNA_1440	mRNA_1046	0
752	376	atroviride	contig_4	Tatro_008036-T1	Tatro_008050-T1	1
753	377	atroviride	contig_7	Tatro_010369-T1	Tatro_010388-T1	0
754	377	reesei	CP016236.1	mRNA_605	mRNA_1268	1
755	378	atroviride	contig_2	Tatro_003335-T1	Tatro_003352-T1	0
756	378	reesei	CP016232.1	mRNA_7641	mRNA_7753	1
757	379	reesei	CP016238.1	mRNA_3111	mRNA_2643	0
758	379	atroviride	contig_4	Tatro_007092-T1	Tatro_007111-T1	1
759	380	reesei	CP016237.1	mRNA_5053	mRNA_4608	0
760	380	atroviride	contig_3	Tatro_005681-T1	Tatro_005707-T1	1
761	381	atroviride	contig_9	Tatro_011566-T1	Tatro_011586-T1	0
762	381	reesei	CP016235.1	mRNA_4011	mRNA_4480	1
763	382	reesei	CP016235.1	mRNA_2155	mRNA_1425	0
764	382	atroviride	contig_1	Tatro_001467-T1	Tatro_001494-T1	1
765	383	atroviride	contig_3	Tatro_005519-T1	Tatro_005541-T1	0
766	383	reesei	CP016232.1	mRNA_7050	mRNA_7300	1
767	384	reesei	CP016233.1	mRNA_18	mRNA_715	0
768	384	atroviride	contig_1	Tatro_000662-T1	Tatro_000681-T1	1
769	385	reesei	CP016233.1	mRNA_3260	mRNA_2265	0
770	385	atroviride	contig_1	Tatro_001828-T1	Tatro_001865-T1	1
771	386	reesei	CP016233.1	mRNA_4103	mRNA_3133	0
772	386	atroviride	contig_1	Tatro_002000-T1	Tatro_002043-T1	1
773	387	reesei	CP016238.1	mRNA_1440	mRNA_1214	0
774	387	atroviride	contig_4	Tatro_008036-T1	Tatro_008044-T1	1
775	388	atroviride	contig_3	Tatro_004878-T1	Tatro_004893-T1	0
776	388	reesei	CP016232.1	mRNA_2236	mRNA_2716	1
777	389	reesei	CP016234.1	mRNA_7686	mRNA_7586	0
778	389	atroviride	contig_2	Tatro_003700-T1	Tatro_003714-T1	1
779	390	atroviride	contig_7	Tatro_010608-T1	Tatro_010638-T1	0
780	390	reesei	CP016236.1	mRNA_1834	mRNA_469	1
781	391	atroviride	contig_3	Tatro_005599-T1	Tatro_005622-T1	0
782	391	reesei	CP016232.1	mRNA_6069	mRNA_6344	1
783	392	reesei	CP016233.1	mRNA_1884	mRNA_632	0
784	392	atroviride	contig_1	Tatro_002107-T1	Tatro_002148-T1	1
785	393	reesei	CP016237.1	mRNA_92	mRNA_92	0
786	393	reesei	CP016236.1	mRNA_8770	mRNA_8770	1
787	394	reesei	CP016237.1	mRNA_92	mRNA_92	0
